Type,Price,Bedrooms,Bathrooms,Area,Furnished,Level,Compound,Payment_Option,Delivery_Date,Delivery_Term,City
Apartment,3020000,3,3,157.0,No,2,Taj City,Installment,2024,Core & Shell,Heliopolis
Apartment,310000,3,3,168.0,No,3,Bloomfields,Cash or Installment,Unknown,Not Finished,Nasr City
Apartment,150000,3,2,130.0,No,4,Unknown,Cash or Installment,Ready to move,Core & Shell,Obour City
Apartment,30000,3,3,140.0,No,5,Unknown,Unknown Payment,Ready to move,Semi Finished,New Cairo - El Tagamoa
Apartment,1200000,3,2,210.0,No,4,Unknown,Cash,Unknown,Semi Finished,New Cairo - El Tagamoa
Apartment,2100000,3,3,220.0,Unknown,1,Unknown,Installment,Ready to move,Semi Finished,New Cairo - El Tagamoa
Apartment,2900000,3,3,165.0,No,2,Madinaty,Cash,Ready to move,Finished,Madinaty
Studio,1650000,1,1,60.0,No,Ground,Rehab City,Cash,Ready to move,Finished,Rehab City
Apartment,1240000,3,2,155.0,No,2,Beit Al Watan,Installment,soon,Semi Finished,New Cairo - El Tagamoa
Apartment,2850000,3,3,175.0,No,3,Madinaty,Cash,Ready to move,Finished,Madinaty
Apartment,1840000,3,3,160.0,No,5,Madinaty,Cash or Installment,Ready to move,Finished,Madinaty
Penthouse,1170000,4,2,315.0,No,4,Unknown,Cash or Installment,2023,Semi Finished,Hadayek 6th of October
Duplex,4000000,3,2,250.0,Unknown,5,Vinci,Cash or Installment,soon,Semi Finished,New Capital City
Apartment,2350000,3,3,260.0,No,Ground,Not in Compound,Cash or Installment,Ready to move,Semi Finished,New Cairo - El Tagamoa
Apartment,1850000,3,2,175.0,Unknown,3,Unknown,Unknown Payment,Ready to move,Semi Finished,New Cairo - El Tagamoa
Apartment,3200000,3,3,175.0,No,4,Madinaty,Cash,Ready to move,Finished,Madinaty
Apartment,2000000,3,2,220.0,No,7,Unknown,Cash,Ready to move,Finished,Heliopolis
Apartment,420000,3,2,212.0,No,2,Madinaty,Cash or Installment,soon,Unknown ,Madinaty
Apartment,2440000,2,2,125.0,No,2,Unknown,Cash or Installment,Unknown,Finished,Sheikh Zayed
Apartment,2700000,3,2,210.0,Unknown,2,Isola,Cash or Installment,Ready to move,Semi Finished,Sheikh Zayed
Apartment,1358000,2,2,131.0,No,1,Maadi View,Cash,Ready to move,Not Finished,Shorouk City
Duplex,5100000,3,4,325.0,No,4,IL Bosco,Cash or Installment,2026,Not Finished,New Capital City
Duplex,1250000,4,3,300.0,No,Ground,Unknown,Cash or Installment,2023,Semi Finished,Hadayek 6th of October
Apartment,1548000,2,2,146.0,No,Ground,Maadi View,Cash,Ready to move,Not Finished,Shorouk City
Apartment,970000,3,1,135.0,No,5,Unknown,Cash or Installment,Ready to move,Finished,Mahalla al-Kobra
Apartment,5250000,4,4,320.0,No,3,Madinaty,Cash,Ready to move,Finished,Madinaty
Duplex,380000,4,3,218.0,Unknown,Ground,Vinci,Cash or Installment,Unknown,Unknown ,New Capital City
Apartment,120000,2,1,90.0,Unknown,8,Unknown,Cash,Ready to move,Not Finished,Agami
Apartment,2150000,3,2,250.0,Unknown,2,Unknown,Cash,Ready to move,Finished,Shorouk City
Apartment,2625000,2,2,125.0,No,3,Galleria Moon Valley,Cash or Installment,Ready to move,Semi Finished,New Cairo - El Tagamoa
Duplex,4000000,4,4,420.0,No,Ground,Unknown,Cash,Unknown,Semi Finished,Sheikh Zayed
Apartment,2372000,2,1,135.0,No,2,Nest Cairo,Cash or Installment,Ready to move,Semi Finished,New Cairo - El Tagamoa
Duplex,2150000,5,3,560.0,Unknown,Ground,Unknown,Installment,Unknown,Semi Finished,New Cairo - El Tagamoa
Penthouse,4015000,3,3,165.0,No,4,Fifth Square,Installment,Ready to move,Finished,New Cairo - El Tagamoa
Apartment,4353000,3,2,149.0,No,2,Unknown,Installment,Unknown,Finished,Sheikh Zayed
Apartment,270000,2,1,110.0,No,4,Unknown,Cash or Installment,Ready to move,Finished,Nakheel
Apartment,360000,2,1,120.0,No,2,Unknown,Cash,Ready to move,Finished,Nakheel
Apartment,460000,2,2,125.0,No,3,Unknown,Cash or Installment,Ready to move,Finished,Nakheel
Apartment,350000,2,2,120.0,No,4,Unknown,Cash,Unknown,Finished,Nakheel
Apartment,340000,2,1,120.0,No,2,Unknown,Cash,Ready to move,Unknown ,Nakheel
Apartment,350000,4,3,165.0,No,2,Madinaty,Cash or Installment,soon,Not Finished,Madinaty
Duplex,2150000,5,3,560.0,Unknown,Ground,Unknown,Installment,within 6 months,Semi Finished,New Cairo - El Tagamoa
Apartment,2810000,3,2,165.0,No,1,Rock Vera,Cash or Installment,Ready to move,Semi Finished,New Cairo - El Tagamoa
Penthouse,2827000,3,3,190.0,Unknown,4,Rock Eden,Cash or Installment,Ready to move,Semi Finished,Sheikh Zayed
Duplex,3157000,3,3,190.0,No,3,Mountain View iCity,Installment,2024,Semi Finished,6th of October
Apartment,6000000,2,2,139.0,No,2,Uptown Cairo,Unknown Payment,Unknown,Unknown ,Mokattam
Apartment,280000,2,1,128.0,No,2,Unknown,Cash or Installment,Unknown,Finished,New Capital City
Apartment,330000,3,2,164.0,No,5,Sarai,Cash or Installment,Ready to move,Not Finished,Madinaty
Apartment,775000,3,2,155.0,No,2,Unknown,Cash or Installment,2023,Semi Finished,Hadayek 6th of October
Apartment,2278000,3,2,148.0,No,2,Unknown,Cash or Installment,2025,Semi Finished,New Cairo - El Tagamoa
Apartment,880000,3,1,90.0,No,2,Unknown,Cash,Unknown,Finished,New Cairo - El Tagamoa
Apartment,790000,3,2,173.0,Yes,6,Unknown,Cash,Ready to move,Finished,Hadayek al-Ahram
Duplex,2800000,2,3,165.0,No,2,Unknown,Cash,Ready to move,Finished,Sheikh Zayed
Apartment,1600000,3,3,179.0,Unknown,3,Unknown,Installment,Ready to move,Semi Finished,New Cairo - El Tagamoa
Apartment,2543000,3,2,130.0,No,3,Mountain View iCity,Cash or Installment,2023,Not Finished,6th of October
Apartment,990000,3,3,228.0,No,2,Unknown,Cash or Installment,Unknown,Semi Finished,Sheikh Zayed
Apartment,260000,3,2,120.0,No,2,Unknown,Cash or Installment,Unknown,Unknown ,New Cairo - El Tagamoa
Apartment,1240000,3,2,185.0,No,1,Unknown,Installment,2024,Semi Finished,Sheikh Zayed
Apartment,2500000,3,2,131.0,No,4,Rehab City,Cash,Ready to move,Finished,Rehab City
Apartment,380000,3,2,160.0,No,2,Unknown,Cash or Installment,Unknown,Semi Finished,New Cairo - El Tagamoa
Duplex,5500000,3,4,236.0,Unknown,4,Eastown,Cash,Ready to move,Not Finished,New Cairo - El Tagamoa
Apartment,3600000,4,2,188.0,No,9,Unknown,Cash,Unknown,Finished,Smoha
Apartment,750000,3,2,150.0,Unknown,1,Unknown,Unknown Payment,Unknown,Unknown ,West Somid
Apartment,2000000,2,2,115.0,No,Ground,Unknown,Cash,Ready to move,Finished,Rehab City
Apartment,2373000,3,3,226.0,Unknown,4,Not in Compound,Cash or Installment,Ready to move,Unknown ,Sheikh Zayed
Apartment,3320000,3,3,164.0,No,1,EL Patio ORO,Cash or Installment,Unknown,Core & Shell,New Cairo - El Tagamoa
Apartment,2747000,3,3,150.0,No,1,Mountain View iCity,Cash or Installment,2023,Not Finished,6th of October
Apartment,3200000,3,2,220.0,No,7,Unknown,Cash,Ready to move,Finished,Dokki
Duplex,950000,4,3,354.0,Unknown,Ground,Galleria,Cash or Installment,Unknown,Unknown ,New Cairo - El Tagamoa
Apartment,2425750,2,2,155.0,No,3,Sephora Heights,Cash or Installment,Ready to move,Semi Finished,New Cairo - El Tagamoa
Apartment,2924460,3,2,211.0,No,3,Sephora Heights,Cash or Installment,Ready to move,Semi Finished,New Cairo - El Tagamoa
Apartment,2300000,3,3,200.0,Yes,2,Unknown,Cash,Ready to move,Finished,Dokki
Apartment,2200000,2,2,98.0,No,2,Sun Capital,Cash or Installment,Ready to move,Core & Shell,Hadayek 6th of October
Apartment,1400000,3,2,165.0,No,Ground,Unknown,Cash,Ready to move,Unknown ,Mokattam
Duplex,4210500,4,3,279.0,No,2,Unknown,Cash or Installment,2024,Finished,New Capital City
Apartment,3300000,3,2,145.0,No,1,Madinaty,Cash,Ready to move,Finished,Madinaty
Apartment,4660000,3,3,165.0,No,Highest,ZED Towers,Installment,2024,Finished,6th of October
Apartment,2100000,3,2,200.0,Unknown,1,Unknown,Cash,Ready to move,Finished,Zahraa Al Maadi
Apartment,2625000,3,2,170.0,No,1,Taj City,Cash,Ready to move,Semi Finished,Heliopolis
Apartment,1370000,3,3,155.0,Unknown,6,Unknown,Unknown Payment,Unknown,Semi Finished,Zahraa Al Maadi
Apartment,2900000,2,2,134.0,No,2,Sodic East,Cash or Installment,2024,Semi Finished,Shorouk City
Apartment,4353000,3,2,150.0,No,2,Beverly Hills,Cash or Installment,Unknown,Finished,Sheikh Zayed
Penthouse,2206000,1,1,53.0,No,4,Palm Parks,Cash or Installment,Ready to move,Finished,Sheikh Zayed
Apartment,746000,3,2,145.0,Unknown,2,Not in Compound,Cash or Installment,Ready to move,Semi Finished,Sheikh Zayed
Apartment,2150000,3,2,130.0,Yes,3,Dar Misr,Installment,2022,Finished,Sheikh Zayed
Apartment,450000,4,1,120.0,No,3,Unknown,Cash,Ready to move,Finished,Agami
Apartment,432000,3,3,205.0,Unknown,2,Unknown,Cash or Installment,Unknown,Unknown ,New Cairo - El Tagamoa
Apartment,720000,3,2,120.0,Unknown,10+,Unknown,Unknown Payment,Unknown,Unknown ,North Coast
Apartment,600000,2,1,150.0,No,10,Not in Compound,Cash,Ready to move,Finished,Haram
Apartment,12000000,4,4,290.0,No,6,Unknown,Cash,Ready to move,Finished,Boulaq Dakrour
Duplex,6234000,4,3,204.0,No,3,Karmell,Cash or Installment,Unknown,Finished,Sheikh Zayed
Apartment,3496735,3,3,238.0,No,3,Sephora Heights,Installment,Ready to move,Semi Finished,New Cairo - El Tagamoa
Penthouse,1320000,4,4,330.0,No,4,Not in Compound,Cash,Ready to move,Unknown ,Sheikh Zayed
Apartment,520000,2,1,115.0,No,1,Unknown,Cash,Ready to move,Finished,Hadayek al-Ahram
Apartment,880000,2,1,120.0,No,2,Unknown,Cash,Ready to move,Finished,Shorouk City
Apartment,2100000,4,3,280.0,No,3,Unknown,Cash,Ready to move,Semi Finished,Mokattam
Apartment,420000,1,1,72.0,Unknown,2,Palm Hills New Cairo,Cash or Installment,Unknown,Finished,New Cairo - El Tagamoa
Apartment,1369800,3,2,160.0,Unknown,2,Unknown,Cash,Unknown,Semi Finished,Obour City
Apartment,6800000,3,3,214.0,No,1,Mivida,Cash or Installment,Ready to move,Finished,New Cairo - El Tagamoa
Apartment,1100000,3,2,142.0,Yes,4,Unknown,Cash,Ready to move,Finished,Hurghada
Apartment,1050000,2,2,145.0,Unknown,10+,Unknown,Cash,Ready to move,Finished,Heliopolis
Duplex,5779000,4,3,183.0,No,Ground,Beverly Hills,Cash or Installment,Unknown,Finished,Sheikh Zayed
Apartment,1200000,3,3,175.0,Unknown,3,Unknown,Cash or Installment,Ready to move,Semi Finished,New Cairo - El Tagamoa
Apartment,1500000,3,1,125.0,No,10+,Unknown,Cash,Unknown,Finished,Moharam Bik
Apartment,2400000,1,1,90.0,Yes,1,Unknown,Cash,Ready to move,Finished,Sahl Hasheesh
Apartment,290000,3,3,165.0,Unknown,3,Unknown,Cash or Installment,Ready to move,Unknown ,New Cairo - El Tagamoa
Apartment,2970000,3,2,135.0,Unknown,7,Unknown,Installment,Unknown,Unknown ,Smoha
Apartment,3000000,3,2,172.0,Unknown,1,Hyde Park New Cairo,Cash or Installment,Unknown,Semi Finished,New Cairo - El Tagamoa
Apartment,550000,2,1,85.0,No,Ground,Unknown,Cash,Ready to move,Finished,Hurghada
Duplex,550000,4,2,215.0,Unknown,Ground,Unknown,Cash or Installment,Unknown,Finished,New Cairo - El Tagamoa
Apartment,2500000,3,3,155.0,No,3,Rehab City,Cash,Ready to move,Finished,Rehab City
Apartment,900000,3,3,160.0,No,3,Not in Compound,Cash or Installment,within 6 months,Core & Shell,Hadayek 6th of October
Apartment,2750000,3,3,117.0,Unknown,Ground,Unknown,Cash,Unknown,Finished,Rehab City
Apartment,850000,3,1,96.0,No,1,Unknown,Cash,Unknown,Finished,Nasr City
Apartment,1080000,2,1,130.0,Yes,Ground,Unknown,Cash,Ready to move,Finished,Hurghada
Apartment,315000,2,1,90.0,No,2,Unknown,Installment,Unknown,Semi Finished,Hurghada
Apartment,1100000,3,1,140.0,Yes,1,Unknown,Cash,Ready to move,Finished,Hurghada
Apartment,680000,2,1,80.0,No,2,Unknown,Installment,Unknown,Semi Finished,Hurghada
Apartment,250000,3,2,145.0,Unknown,2,Unknown,Cash or Installment,Unknown,Finished,New Capital City
Apartment,290000,3,2,146.0,Unknown,Ground,Unknown,Cash or Installment,Unknown,Finished,New Capital City
Apartment,280000,2,2,110.0,Unknown,Ground,Unknown,Cash or Installment,Unknown,Unknown ,New Cairo - El Tagamoa
Apartment,320000,3,2,160.0,Unknown,2,Unknown,Cash or Installment,Unknown,Unknown ,New Cairo - El Tagamoa
Studio,560000,1,1,40.0,Yes,Ground,Unknown,Cash,Ready to move,Finished,Hurghada
Studio,900000,1,1,43.0,Yes,1,Unknown,Installment,Ready to move,Finished,Sahl Hasheesh
Duplex,2100000,3,3,320.0,No,Ground,Unknown,Cash,Ready to move,Finished,Hurghada
Apartment,600000,2,2,160.0,Unknown,2,Unknown,Cash or Installment,Unknown,Unknown ,New Cairo - El Tagamoa
Apartment,380000,3,2,162.0,Unknown,Ground,Unknown,Cash or Installment,Unknown,Unknown ,New Cairo - El Tagamoa
Apartment,200000,3,2,150.0,Unknown,2,Rivan,Cash or Installment,Unknown,Finished,New Capital City
Apartment,3800000,3,3,165.0,Unknown,2,EL Patio Casa,Cash or Installment,Ready to move,Unknown ,Shorouk City
Apartment,4200000,3,3,210.0,No,2,Eastown,Cash,Ready to move,Semi Finished,New Cairo - El Tagamoa
Apartment,200000,2,1,127.0,No,1,Bloomfields,Cash or Installment,Unknown,Unknown ,Mostakbal City
Penthouse,2000000,3,2,560.0,Unknown,Highest,Unknown,Installment,within 6 months,Semi Finished,New Cairo - El Tagamoa
Apartment,6000000,2,2,130.0,Yes,3,Uptown Cairo,Cash,Ready to move,Finished,Mokattam
Apartment,2100000,5,2,300.0,Unknown,2,Unknown,Cash,Unknown,Unknown ,Hadayek al-Kobba
Apartment,3858000,2,2,122.0,No,2,Beverly Hills,Cash or Installment,Unknown,Finished,Sheikh Zayed
Apartment,4500000,3,3,235.0,No,Ground,Rehab City,Cash,Ready to move,Finished,Rehab City
Penthouse,2000000,3,2,560.0,Unknown,Highest,Unknown,Installment,within 6 months,Semi Finished,New Cairo - El Tagamoa
Apartment,1228200,3,3,178.0,No,Ground,Unknown,Cash or Installment,Unknown,Semi Finished,6th of October
Penthouse,2000000,3,2,560.0,Unknown,Highest,Unknown,Installment,within 6 months,Semi Finished,New Cairo - El Tagamoa
Apartment,2867200,3,2,165.0,No,3,Nest Cairo,Cash or Installment,Ready to move,Semi Finished,New Cairo - El Tagamoa
Apartment,418000,3,2,140.0,Unknown,Ground,Unknown,Cash or Installment,Unknown,Semi Finished,New Cairo - El Tagamoa
Apartment,1800000,2,2,96.0,No,2,Madinaty,Cash,Ready to move,Finished,Madinaty
Apartment,7500000,3,4,220.0,No,Ground,Uptown Cairo,Cash,Ready to move,Finished,Mokattam
Apartment,1330000,3,2,140.0,Unknown,10+,Unknown,Unknown Payment,Unknown,Unknown ,Sidi Gaber
Duplex,2000000,4,3,290.0,No,Ground,Unknown,Cash or Installment,Unknown,Semi Finished,6th of October
Apartment,160000,2,1,75.0,Unknown,6,Unknown,Cash,Ready to move,Finished,Agami
Apartment,480000,3,4,165.0,Unknown,2,Unknown,Cash or Installment,Ready to move,Unknown ,New Cairo - El Tagamoa
Apartment,155000,2,1,127.0,No,2,Al Burouj,Cash or Installment,Unknown,Finished,Shorouk City
Apartment,350000,2,1,139.0,No,3,Hyde Park New Cairo,Cash or Installment,Unknown,Unknown ,New Cairo - El Tagamoa
Apartment,513000,3,3,174.0,Unknown,2,Fifth Square,Cash or Installment,Unknown,Finished,New Cairo - El Tagamoa
Penthouse,4418000,4,3,220.0,No,3,Stone Residence,Installment,Ready to move,Semi Finished,New Cairo - El Tagamoa
Apartment,1591000,3,2,120.0,No,3,Kenz,Cash or Installment,Ready to move,Semi Finished,Hadayek 6th of October
Apartment,2000000,3,3,650.0,Unknown,Highest,Unknown,Installment,within 6 months,Semi Finished,New Cairo - El Tagamoa
Apartment,1250000,3,3,200.0,No,2,Unknown,Cash or Installment,Ready to move,Semi Finished,Obour City
Apartment,330000,3,2,160.0,Unknown,3,Unknown,Unknown Payment,Unknown,Unknown ,Madinaty
Apartment,250000,2,1,140.0,No,2,Mountain View - October Park,Cash or Installment,Unknown,Unknown ,6th of October
Apartment,10000000,4,4,289.0,No,2,Mivida,Cash,Ready to move,Finished,New Cairo - El Tagamoa
Apartment,1100000,2,1,120.0,No,Ground,Unknown,Cash,Ready to move,Finished,Obour City
Apartment,2700000,3,3,185.0,Unknown,5,Hyde Park New Cairo,Cash or Installment,Ready to move,Semi Finished,New Cairo - El Tagamoa
Apartment,280000,3,3,191.0,No,2,De Joya,Cash or Installment,soon,Finished,New Capital City
Apartment,2961000,3,2,126.0,No,5,Unknown,Installment,2025,Finished,Moharam Bik
Apartment,400000,3,1,175.0,Unknown,1,Unknown,Cash or Installment,Unknown,Semi Finished,New Cairo - El Tagamoa
Duplex,6000000,3,3,238.0,Unknown,Ground,Eastown,Unknown Payment,Unknown,Finished,New Cairo - El Tagamoa
Duplex,3600000,4,3,272.0,No,Ground,Mountain View - October Park,Cash,Ready to move,Not Finished,6th of October
Studio,211000,1,1,,Unknown,1,Hyde Park New Cairo,Cash or Installment,Unknown,Unknown ,New Cairo - El Tagamoa
Apartment,2670143,3,3,179.0,Unknown,2,Sarai,Cash or Installment,Unknown,Semi Finished,Mostakbal City
Apartment,2700000,3,3,185.0,Unknown,5,Hyde Park New Cairo,Cash or Installment,Ready to move,Semi Finished,New Cairo - El Tagamoa
Apartment,1700000,3,2,103.0,No,3,Madinaty,Cash,Ready to move,Finished,Madinaty
Apartment,3300000,3,3,160.0,No,2,Galleria,Installment,Ready to move,Semi Finished,New Cairo - El Tagamoa
Apartment,1250000,2,1,71.0,No,5,Madinaty,Cash,Ready to move,Finished,Madinaty
Apartment,1800000,3,3,150.0,No,3,Castle Landmark,Cash or Installment,soon,Finished,New Capital City
Apartment,317000,3,2,152.0,No,2,Sarai,Cash or Installment,Unknown,Not Finished,Madinaty
Apartment,415000,3,3,172.0,No,1,Hyde Park New Cairo,Cash or Installment,Ready to move,Semi Finished,New Cairo - El Tagamoa
Apartment,2600000,3,2,225.0,Unknown,7,Not in Compound,Cash,Ready to move,Finished,Mohandessin
Apartment,2300000,3,3,155.0,No,3,Unknown,Cash,Ready to move,Finished,Rehab City
Apartment,1740000,3,2,174.0,No,Ground,2020 Compound,Installment,2025,Semi Finished,Hadayek 6th of October
Apartment,1000000,3,2,185.0,No,4,Unknown,Cash,Ready to move,Finished,Obour City
Apartment,2715000,3,2,120.0,No,1,Unknown,Cash or Installment,Unknown,Finished,Sheikh Zayed
Apartment,1932000,2,2,125.0,Unknown,2,Sarai,Cash or Installment,Unknown,Unknown ,New Cairo - El Tagamoa
Apartment,270000,3,2,115.0,No,1,Mountain View iCity,Cash or Installment,soon,Not Finished,Zamalek
Studio,964000,1,1,70.0,No,3,Sarai,Cash or Installment,2024,Semi Finished,New Cairo - El Tagamoa
Apartment,1300000,2,1,110.0,Yes,2,Unknown,Cash,Ready to move,Finished,Hurghada
Apartment,850000,2,1,115.0,No,9,Unknown,Cash,Ready to move,Finished,Mandara
Duplex,2150000,5,3,560.0,Unknown,Ground,Unknown,Installment,Ready to move,Semi Finished,New Cairo - El Tagamoa
Apartment,2450000,3,3,157.0,No,4,Unknown,Unknown Payment,Unknown,Finished,Rehab City
Apartment,2158000,2,3,143.0,No,2,Sarai,Cash or Installment,Ready to move,Semi Finished,New Cairo - El Tagamoa
Duplex,2150000,5,3,560.0,Unknown,Ground,Unknown,Installment,Ready to move,Semi Finished,New Cairo - El Tagamoa
Apartment,2456000,3,3,130.0,No,Ground,Grand Heights,Cash or Installment,Unknown,Finished,6th of October
Apartment,7000000,2,3,148.0,Yes,1,Mivida,Unknown Payment,Unknown,Finished,New Cairo - El Tagamoa
Apartment,500000,2,2,120.0,Unknown,9,Unknown,Cash,Ready to move,Finished,Faisal
Studio,1900000,1,2,75.0,No,2,Village West,Installment,2024,Finished,Sheikh Zayed
Apartment,320000,2,2,131.0,Unknown,3,Haptown,Cash or Installment,Unknown,Unknown ,New Cairo - El Tagamoa
Apartment,2700000,3,3,165.0,No,1,Madinaty,Cash,Ready to move,Finished,Madinaty
Apartment,1000000,3,3,140.0,No,4,Dar Misr,Cash or Installment,Ready to move,Finished,Obour City
Apartment,2600000,3,2,165.0,Unknown,3,Unknown,Installment,Unknown,Semi Finished,New Cairo - El Tagamoa
Apartment,850000,3,3,207.0,No,3,Cairo Festival City,Cash or Installment,Ready to move,Finished,New Cairo - El Tagamoa
Apartment,700000,3,1,130.0,Unknown,3,Unknown,Cash,Ready to move,Finished,6th of October
Apartment,600000,2,1,85.0,No,2,Unknown,Cash,Ready to move,Finished,Sidi Beshr
Apartment,2400000,3,2,145.0,Yes,1,Unknown,Cash,Unknown,Unknown ,Heliopolis
Apartment,3656175,2,2,165.0,No,3,Not in Compound,Installment,2025,Finished,Moharam Bik
Apartment,1660000,3,3,184.0,No,2,Unknown,Installment,2024,Semi Finished,Hadayek 6th of October
Apartment,2800000,3,3,160.0,Yes,5,Madinaty,Cash,Unknown,Finished,Madinaty
Apartment,907500,3,2,165.0,No,3,Unknown,Installment,Ready to move,Semi Finished,6th of October
Apartment,1709800,3,3,206.0,No,5,Unknown,Installment,2024,Semi Finished,6th of October
Duplex,813000,5,3,335.0,No,Ground,Trio Gardens,Cash or Installment,Unknown,Semi Finished,New Cairo - El Tagamoa
Duplex,515000,3,2,230.0,No,1,Trio Gardens,Cash or Installment,Ready to move,Finished,New Cairo - El Tagamoa
Apartment,271000,2,2,110.0,Unknown,4,Mountain View iCity,Cash or Installment,Unknown,Semi Finished,New Cairo - El Tagamoa
Apartment,2150000,3,1,104.0,No,Ground,Madinaty,Cash,Ready to move,Finished,Madinaty
Apartment,980000,3,2,135.0,No,Ground,Unknown,Cash,Unknown,Unknown ,6th of October
Apartment,130000,3,2,144.0,No,2,Al Maqsad,Installment,Ready to move,Finished,New Capital City
Duplex,3500000,2,2,210.0,Unknown,Ground,Mountain View iCity,Cash,Ready to move,Semi Finished,New Cairo - El Tagamoa
Apartment,4600000,3,3,207.0,No,5,Hyde Park New Cairo,Cash,Ready to move,Semi Finished,New Cairo - El Tagamoa
Duplex,650000,4,4,225.0,Unknown,Ground,Trio Gardens,Cash or Installment,Unknown,Finished,New Cairo - El Tagamoa
Apartment,2700000,3,3,185.0,No,1,Mountain View iCity,Cash,Ready to move,Semi Finished,New Cairo - El Tagamoa
Apartment,3856000,3,3,171.0,Unknown,3,Unknown,Installment,Unknown,Finished,New Capital City
Penthouse,3500000,2,2,167.0,No,4,Mountain View Executive,Cash,Ready to move,Finished,New Cairo - El Tagamoa
Apartment,4200000,3,3,180.0,No,3,2020 Compound,Installment,2025,Unknown ,Moharam Bik
Apartment,1562400,3,2,168.0,No,2,Unknown,Installment,Ready to move,Semi Finished,Sheikh Zayed
Apartment,1633500,3,2,165.0,No,2,Unknown,Installment,2025,Semi Finished,Sheikh Zayed
Apartment,2115000,3,3,235.0,No,3,Unknown,Installment,Ready to move,Semi Finished,Sheikh Zayed
